Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Seats,Price,Company,Mileage(km/kg),Engine(CC),Power(bhp),New_car_Price
Coimbatore,2011,51602,Diesel,Automatic,First,5.0,17.27,BMW,22.48,1995.0,190.0,63.71
Hyderabad,2007,74199,Diesel,Automatic,First,5.0,9.25,BMW,16.07,1995.0,181.0,
Ahmedabad,2017,25000,Petrol,Automatic,First,5.0,12.75,Hyundai,13.0,1591.0,121.3,
Pune,2016,70000,Diesel,Automatic,Second,5.0,27.0,BMW,21.76,1995.0,190.0,62.11
Bangalore,2013,25000,Diesel,Automatic,Second,5.0,21.0,Mercedes-Benz,14.84,2143.0,167.62,
Hyderabad,2017,22000,Diesel,Manual,First,5.0,7.95,Maruti,26.59,1248.0,74.0,
Hyderabad,2015,47020,Petrol,Manual,Second,5.0,4.5,Maruti,23.1,998.0,67.04,
Mumbai,2017,8000,Diesel,Automatic,First,5.0,33.75,BMW,19.59,1995.0,187.74,
Delhi,2010,73000,Diesel,Automatic,First,7.0,17.51,Audi,11.33,4134.0,335.2,
Kochi,2017,36973,Petrol,Manual,First,5.0,6.8,Honda,18.2,1199.0,88.7,8.71
Coimbatore,2014,42083,Petrol,Manual,First,4.0,1.68,Tata,25.4,624.0,37.48,
Chennai,2016,61000,Petrol,Manual,First,5.0,2.9,Maruti,24.7,796.0,47.3,
Mumbai,2014,43628,Petrol,Manual,First,5.0,3.16,Maruti,22.5,998.0,67.04,5.61
Jaipur,2014,60000,Diesel,Manual,First,5.0,3.9,Hyundai,24.4,1120.0,71.0,
Delhi,2010,54000,Petrol,Manual,Second,5.0,1.95,Chevrolet,17.8,1199.0,76.8,
Kochi,2015,27001,Diesel,Automatic,First,5.0,26.52,Jaguar,16.36,2179.0,187.7,
Chennai,2010,52000,Diesel,Automatic,First,5.0,9.0,Volkswagen,18.33,1968.0,167.7,
Hyderabad,2012,80000,Diesel,Manual,First,5.0,4.5,Hyundai,21.27,1396.0,88.76,
Chennai,2008,160000,Diesel,Manual,First,6.0,8.75,Mitsubishi,10.5,2835.0,107.2,
Chennai,2018,3300,Diesel,Automatic,First,5.0,11.5,Maruti,24.3,1248.0,88.5,12.88
Delhi,2016,35027,Petrol,Manual,First,5.0,3.0,Maruti,24.07,998.0,67.1,3.91
Coimbatore,2015,26568,Petrol,Manual,First,5.0,3.79,Hyundai,21.1,814.0,55.2,
Ahmedabad,2015,59000,Diesel,Manual,First,5.0,6.0,Maruti,28.09,1248.0,88.5,
Bangalore,2016,51000,Diesel,Manual,First,5.0,13.25,Hyundai,19.67,1582.0,126.2,
Delhi,2012,56400,Diesel,Automatic,First,5.0,8.0,Skoda,17.2,1968.0,138.1,
Hyderabad,2015,80000,Diesel,Manual,First,5.0,5.8,Volkswagen,20.14,1498.0,88.8,
Hyderabad,2013,107000,Diesel,Manual,Second,7.0,13.5,Toyota,12.99,2494.0,100.6,
Pune,2014,100000,Diesel,Automatic,First,5.0,25.0,Mercedes-Benz,14.21,2143.0,203.0,
Kochi,2016,59998,Diesel,Manual,First,5.0,5.49,Volkswagen,20.14,1498.0,88.8,
Hyderabad,2013,105000,Diesel,Automatic,First,5.0,19.0,Audi,17.32,1968.0,150.0,
Kolkata,2011,36000,Petrol,Manual,First,5.0,2.5,Hyundai,18.5,1197.0,80.0,
Kolkata,2015,24350,Petrol,Manual,Second,5.0,3.0,Hyundai,19.81,1086.0,68.05,
Kochi,2018,28973,Diesel,Manual,First,5.0,6.64,Tata,24.7,1047.0,69.0,
Kochi,2017,8243,Petrol,Manual,First,5.0,3.21,Hyundai,21.1,814.0,55.2,
Chennai,2009,136642,Petrol,Manual,Second,5.0,1.55,Hyundai,17.92,1086.0,62.1,
Hyderabad,2011,60000,Petrol,Manual,First,5.0,2.59,Hyundai,17.92,1086.0,62.1,
Chennai,2008,100000,Diesel,Manual,Second,8.0,4.0,Mahindra,12.7,2609.0,120.0,
Jaipur,2010,48689,Petrol,Manual,First,5.0,3.87,Honda,17.4,1497.0,117.3,
Bangalore,2017,45000,Diesel,Manual,First,5.0,9.75,Maruti,24.3,1248.0,88.5,11.0
Kochi,2019,38163,Diesel,Automatic,First,5.0,32.91,Audi,17.11,1968.0,174.33,
Chennai,2011,43800,Diesel,Automatic,Second,5.0,16.75,Mercedes-Benz,14.21,2143.0,203.0,
Jaipur,2007,92000,Petrol,Manual,First,5.0,1.9,Honda,13.5,1799.0,130.0,
Kochi,2017,14064,Petrol,Manual,First,5.0,6.59,Hyundai,18.6,1197.0,81.83,
Coimbatore,2017,42366,Diesel,Automatic,First,5.0,31.93,Audi,15.73,1968.0,174.33,
Jaipur,2014,76551,Diesel,Manual,First,5.0,7.25,Honda,25.1,1498.0,98.6,
Pune,2008,72672,Petrol,Manual,First,5.0,1.9,Hyundai,19.81,1086.0,68.05,
Kolkata,2015,45000,Diesel,Manual,First,5.0,3.55,Maruti,25.2,1248.0,74.0,
Hyderabad,2012,91696,Diesel,Automatic,First,7.0,9.25,Ford,11.4,2953.0,153.86,
Kochi,2009,66484,Petrol,Manual,First,5.0,1.65,Ford,13.8,1299.0,70.0,
Coimbatore,2019,15456,Diesel,Automatic,First,5.0,36.64,BMW,20.68,1995.0,190.0,48.18
Mumbai,2011,55000,Diesel,Automatic,Second,5.0,16.0,Mercedes-Benz,14.21,2143.0,203.0,
Kochi,2019,21112,CNG,Manual,First,5.0,5.38,Maruti,15.1,1196.0,73.0,
Ahmedabad,2014,61297,Diesel,Manual,First,5.0,4.35,Honda,25.8,1498.0,98.6,
Hyderabad,2006,80000,Petrol,Manual,Second,5.0,1.2,Maruti,17.3,993.0,60.0,
Jaipur,2013,59000,Petrol,Manual,Second,5.0,4.1,Hyundai,18.5,1197.0,80.0,
Chennai,2009,150000,Diesel,Automatic,First,5.0,18.75,BMW,11.0,2993.0,235.0,
Coimbatore,2017,60083,Diesel,Manual,First,5.0,13.78,Hyundai,19.67,1582.0,126.2,
Kolkata,2016,85450,Diesel,Manual,First,5.0,4.0,Maruti,26.59,1248.0,74.0,
Jaipur,2013,88000,Diesel,Manual,First,5.0,4.33,Maruti,22.9,1248.0,74.0,
Kochi,2015,81828,Diesel,Manual,First,5.0,5.43,Hyundai,24.0,1186.0,73.97,8.68
Mumbai,2016,18000,Petrol,Manual,First,5.0,4.9,Ford,18.16,1196.0,86.8,
Chennai,2017,15000,Diesel,Automatic,First,5.0,70.0,BMW,15.97,2993.0,258.0,
Kolkata,2016,34000,Diesel,Automatic,First,5.0,25.5,Mercedes-Benz,11.78,2143.0,167.62,
Ahmedabad,2015,46000,Petrol,Automatic,First,5.0,5.1,Hyundai,18.9,1197.0,82.0,
Hyderabad,2013,48158,Diesel,Manual,First,5.0,6.7,Hyundai,22.32,1582.0,126.32,
Hyderabad,2013,93000,Diesel,Automatic,First,5.0,26.5,BMW,16.73,2993.0,218.0,
Ahmedabad,2013,71007,Diesel,Manual,First,5.0,3.9,Nissan,23.08,1461.0,63.1,
Pune,2010,63067,Petrol,Manual,Second,5.0,2.7,Maruti,15.5,1586.0,103.3,
Hyderabad,2011,70259,Diesel,Manual,First,5.0,2.95,Tata,21.12,1248.0,88.8,
Ahmedabad,2015,13000,Diesel,Automatic,First,5.0,23.0,Audi,16.55,1968.0,140.0,
Pune,2009,140000,Diesel,Manual,Second,5.0,2.49,Maruti,17.8,1248.0,75.0,
Jaipur,2015,130000,Diesel,Manual,First,5.0,4.5,Maruti,25.2,1248.0,74.0,
Delhi,2011,89401,Diesel,Manual,First,5.0,4.5,Toyota,21.43,1364.0,87.2,
Hyderabad,2015,67000,Diesel,Manual,First,5.0,6.9,Honda,27.3,1498.0,98.6,
Kochi,2010,65329,Petrol,Automatic,First,4.0,20.72,BMW,7.94,4395.0,450.0,
Jaipur,2010,72000,Petrol,Manual,First,5.0,2.21,Skoda,16.25,1198.0,73.9,
Mumbai,2011,82000,Diesel,Automatic,Second,5.0,13.9,Land,12.35,2179.0,187.74,
Pune,2010,85000,Petrol,Manual,First,5.0,1.46,Ford,15.3,1596.0,101.0,
Pune,2012,83000,Diesel,Automatic,First,5.0,6.0,Hyundai,19.08,1582.0,126.32,
Jaipur,2016,26000,Petrol,Manual,First,5.0,3.0,Renault,21.7,999.0,67.0,4.78
Delhi,2012,27000,Diesel,Manual,First,5.0,3.5,Tata,22.3,1248.0,88.8,
Kochi,2018,37746,Diesel,Manual,First,5.0,7.59,Hyundai,21.19,1396.0,88.73,
Mumbai,2009,63274,Petrol,Manual,Second,5.0,1.99,Maruti,15.0,1586.0,104.68,
Hyderabad,2016,25000,Petrol,Manual,First,5.0,3.8,Renault,25.17,799.0,53.3,
Bangalore,2013,197000,Diesel,Manual,First,7.0,4.0,Mahindra,11.68,2498.0,112.0,
Bangalore,2013,45010,Petrol,Manual,Second,5.0,2.95,Hyundai,21.1,814.0,55.2,
Delhi,2013,75348,Diesel,Manual,First,5.0,3.75,Honda,25.8,1498.0,98.6,
Kolkata,2010,90110,Diesel,Manual,First,5.0,2.5,Volkswagen,22.07,1199.0,73.9,
Pune,2011,102013,Petrol,Manual,First,5.0,3.75,Honda,17.0,1497.0,118.0,
Pune,2015,36000,Diesel,Automatic,First,7.0,22.0,Toyota,12.55,2982.0,168.5,
Kochi,2017,37578,Petrol,Manual,First,5.0,6.14,Honda,18.0,1198.0,86.7,
Pune,2015,46001,Diesel,Automatic,First,5.0,16.0,BMW,20.58,1995.0,143.0,
Hyderabad,2014,46559,Petrol,Automatic,First,5.0,3.75,Maruti,23.1,998.0,67.04,
Mumbai,2015,48000,Diesel,Manual,First,8.0,11.75,Toyota,12.99,2494.0,100.6,
Pune,2013,46000,Diesel,Automatic,Second,5.0,24.0,Jaguar,16.36,2179.0,187.7,
Hyderabad,2017,15000,Petrol,Manual,First,5.0,8.9,Honda,17.5,1199.0,88.7,10.83
Chennai,2012,85000,Diesel,Automatic,Third,5.0,10.0,BMW,17.05,1995.0,184.0,
Mumbai,2014,32000,Petrol,Automatic,First,5.0,5.55,Skoda,14.3,1598.0,103.5,
Kochi,2012,60818,Petrol,Manual,First,5.0,3.59,Volkswagen,16.09,1598.0,103.5,11.05
Coimbatore,2019,35188,Diesel,Manual,First,5.0,11.13,Ford,22.77,1498.0,98.59,
Jaipur,2012,110000,Diesel,Manual,First,7.0,7.2,Mahindra,15.1,2179.0,140.0,
Mumbai,2014,61000,Diesel,Manual,First,5.0,2.98,Ford,18.6,1388.0,67.0,
Pune,2010,75000,Petrol,Manual,Second,5.0,1.7,Hyundai,17.92,1086.0,62.1,
Delhi,2015,55000,Diesel,Automatic,First,7.0,52.0,Mercedes-Benz,12.0,2987.0,224.0,
Pune,2003,69966,Petrol,Manual,First,5.0,0.95,Maruti,19.7,796.0,46.3,
Mumbai,2016,42000,Petrol,Manual,First,5.0,9.25,Honda,17.8,1497.0,117.3,
Bangalore,2014,48000,Diesel,Automatic,First,7.0,16.25,Hyundai,13.01,2199.0,194.3,
Kolkata,2015,35000,Diesel,Automatic,First,5.0,20.99,Mercedes-Benz,17.9,2143.0,136.0,
Chennai,2005,128000,Diesel,Manual,Second,8.0,4.25,Toyota,12.8,2494.0,102.0,
Bangalore,2008,78000,Diesel,Automatic,Second,5.0,7.2,BMW,16.07,1995.0,181.0,
Hyderabad,2011,53080,Petrol,Manual,First,5.0,4.4,Maruti,18.6,1197.0,85.8,
Pune,2011,66000,Petrol,Manual,Second,5.0,4.25,Volkswagen,15.04,1598.0,103.6,
Ahmedabad,2012,25000,Petrol,Manual,First,7.0,5.35,Maruti,16.02,1373.0,93.7,
Coimbatore,2016,36139,Petrol,Automatic,Second,5.0,6.3,Hyundai,18.9,1197.0,82.0,
Delhi,2017,44000,Diesel,Manual,First,5.0,12.5,Hyundai,19.67,1582.0,126.2,
Ahmedabad,2008,50000,Diesel,Automatic,Second,5.0,7.5,Audi,16.77,2967.0,241.38,
Delhi,2016,81177,Diesel,Manual,First,7.0,11.25,Mahindra,16.0,1997.0,140.0,
Mumbai,2016,26000,Petrol,Automatic,First,5.0,7.65,Ford,16.05,1499.0,110.4,
Mumbai,2016,100000,Diesel,Manual,First,5.0,4.5,Hyundai,24.4,1120.0,71.0,
Hyderabad,2014,75000,Diesel,Automatic,First,5.0,7.5,Volkswagen,21.21,1498.0,103.2,
Kochi,2004,119859,Petrol,Automatic,First,5.0,7.1,Mercedes-Benz,13.0,2987.0,210.0,
Mumbai,2010,55980,Petrol,Manual,First,5.0,2.25,Hyundai,20.36,1197.0,78.9,
Hyderabad,2015,30000,Diesel,Automatic,First,5.0,27.0,Audi,17.11,1968.0,174.33,
Pune,2012,49700,Diesel,Manual,Second,5.0,4.18,Hyundai,21.9,1396.0,88.76,
Chennai,2013,79000,Diesel,Manual,First,5.0,6.5,Hyundai,23.5,1396.0,88.7,
Delhi,2010,65100,Petrol,Manual,First,5.0,3.15,Honda,17.0,1497.0,118.0,
Pune,2016,54161,Diesel,Manual,First,7.0,7.64,Maruti,25.47,1248.0,88.5,11.27
Hyderabad,2011,28619,Petrol,Manual,First,5.0,2.4,Maruti,19.7,796.0,46.3,
Mumbai,2016,9000,Petrol,Automatic,First,5.0,4.25,Maruti,20.51,998.0,67.0,
Kochi,2016,42876,Diesel,Automatic,First,5.0,9.31,Hyundai,19.08,1582.0,126.2,
Bangalore,2011,64000,Petrol,Manual,First,5.0,2.39,Maruti,19.7,796.0,46.3,
Kochi,2018,20488,Petrol,Manual,Second,5.0,7.64,Volkswagen,16.09,1598.0,103.5,11.48
Delhi,2016,21000,Petrol,Manual,First,5.0,6.21,Maruti,21.4,1197.0,83.1,
Jaipur,2012,119203,Diesel,Automatic,First,5.0,16.5,Land,0.0,2179.0,115.0,
Kochi,2011,55987,Petrol,Automatic,First,5.0,8.22,Honda,13.7,1997.0,153.86,
Coimbatore,2017,72668,Diesel,Manual,First,7.0,28.85,Toyota,14.24,2755.0,174.5,37.17
Mumbai,2015,32000,Petrol,Automatic,First,5.0,8.5,Honda,15.6,1497.0,116.3,
Bangalore,2014,3000,Petrol,Automatic,Second,2.0,90.0,Mercedes-Benz,12.0,5461.0,421.0,
Mumbai,2015,10400,Petrol,Manual,First,5.0,6.51,Honda,17.4,1497.0,117.3,
Mumbai,2013,35000,Diesel,Manual,First,5.0,4.65,Maruti,22.9,1248.0,74.0,
Kochi,2013,55101,Petrol,Automatic,First,5.0,8.4,Toyota,14.53,1794.0,138.1,
Bangalore,2014,57464,Diesel,Manual,First,5.0,5.75,Toyota,23.59,1364.0,67.06,9.99
Jaipur,2006,110000,Petrol,Manual,First,5.0,1.11,Maruti,18.9,998.0,67.1,
Mumbai,2014,72000,Petrol,Automatic,First,5.0,17.25,Mercedes-Benz,12.0,1991.0,184.0,
Delhi,2012,16000,Diesel,Automatic,First,5.0,32.0,Jaguar,16.36,2179.0,187.7,
Kochi,2011,62020,Petrol,Manual,First,5.0,3.45,Hyundai,17.0,1197.0,80.0,
Pune,2014,85000,Diesel,Automatic,Second,5.0,23.0,Land,12.39,2179.0,147.51,
Kochi,2018,14223,Petrol,Manual,First,5.0,7.32,Hyundai,18.6,1197.0,81.86,
Jaipur,2014,41210,Petrol,Manual,First,5.0,4.4,Honda,18.0,1198.0,86.7,
Bangalore,2015,20000,Diesel,Automatic,First,5.0,47.35,Mercedes-Benz,0.0,2987.0,165.0,
Coimbatore,2016,18043,Petrol,Manual,First,5.0,4.12,Maruti,22.74,796.0,47.3,
Chennai,2016,80000,Diesel,Automatic,First,7.0,19.5,Toyota,11.36,2755.0,171.5,26.95
Hyderabad,2016,21000,Petrol,Automatic,First,5.0,6.2,Hyundai,18.9,1197.0,82.0,
Bangalore,2016,49000,Diesel,Automatic,First,5.0,45.0,BMW,16.55,2993.0,258.0,
Chennai,2010,95000,Petrol,Manual,Second,5.0,2.8,Hyundai,18.5,1197.0,80.0,
Pune,2015,32000,Petrol,Automatic,First,5.0,4.8,Hyundai,18.9,1197.0,82.0,
Hyderabad,2014,122800,Diesel,Manual,First,5.0,5.65,Ford,25.01,1498.0,89.75,
Ahmedabad,2015,69000,Diesel,Manual,First,5.0,5.9,Maruti,26.59,1248.0,74.0,
Pune,2015,65000,Diesel,Manual,Second,5.0,5.0,Toyota,23.59,1364.0,67.04,
Ahmedabad,2015,23000,Petrol,Manual,First,5.0,4.9,Hyundai,19.1,1197.0,82.0,
Ahmedabad,2009,70000,Petrol,Manual,First,5.0,4.25,Honda,13.5,1799.0,130.0,
Chennai,2014,250000,Diesel,Manual,First,8.0,10.9,Toyota,12.99,2494.0,100.6,
Delhi,2012,56000,Petrol,Manual,First,5.0,2.45,Hyundai,13.2,1495.0,94.0,
Pune,2013,30000,Petrol,Manual,First,5.0,2.5,Maruti,22.74,796.0,47.3,
Kolkata,2010,35000,Petrol,Automatic,First,2.0,29.5,Mercedes-Benz,8.1,5461.0,387.3,
Jaipur,2013,92250,Diesel,Manual,Second,5.0,5.75,Ford,22.7,1498.0,89.84,
Pune,2018,40000,Petrol,Manual,First,5.0,5.0,Hyundai,20.14,1197.0,81.86,6.71
Kochi,2014,96848,Petrol,Automatic,First,5.0,4.62,Skoda,14.3,1598.0,103.6,
Delhi,2016,42000,Diesel,Automatic,First,5.0,23.5,Audi,15.73,1968.0,174.33,
Kolkata,2013,55886,Diesel,Manual,First,7.0,7.25,Mahindra,16.0,2179.0,140.0,
Kochi,2019,12336,Petrol,Manual,First,5.0,11.88,Hyundai,17.0,1591.0,121.3,13.6
Chennai,2009,60000,Petrol,Manual,Third,5.0,2.25,Hyundai,13.9,1599.0,103.2,
Pune,2003,83000,Petrol,Manual,Second,5.0,0.85,Ford,14.2,1597.0,92.0,
Pune,2018,24000,Petrol,Manual,First,5.0,4.0,Nissan,19.69,1198.0,67.04,6.99
Pune,2016,32198,Petrol,Automatic,First,5.0,5.1,Honda,16.5,1198.0,86.8,
Hyderabad,2014,92247,Diesel,Manual,First,7.0,12.5,Toyota,12.99,2494.0,100.6,
Chennai,2011,121311,Diesel,Manual,First,5.0,2.9,Volkswagen,20.64,1498.0,108.5,14.32
Coimbatore,2016,66296,Diesel,Manual,First,7.0,15.96,Mahindra,16.0,2179.0,140.0,
Mumbai,2015,41000,Petrol,Automatic,First,5.0,5.45,Hyundai,16.9,1197.0,82.0,
Kochi,2017,38681,Diesel,Manual,First,7.0,23.86,Ford,13.5,2198.0,157.7,
Kochi,2008,43761,Petrol,Manual,First,5.0,1.75,Chevrolet,18.0,995.0,62.0,
Hyderabad,2017,17400,Diesel,Manual,First,7.0,9.75,Maruti,24.52,1248.0,88.5,
Bangalore,2013,61510,Diesel,Manual,First,5.0,4.75,Honda,25.8,1498.0,98.6,
Delhi,2014,60000,Petrol,Manual,First,5.0,6.25,Honda,17.4,1497.0,117.3,
Bangalore,2014,35165,Diesel,Automatic,Second,5.0,22.0,Mini,23.8,1998.0,112.0,
Kochi,2016,41617,Petrol,Automatic,First,5.0,14.14,Toyota,14.53,1794.0,138.1,
Delhi,2014,65000,Petrol,Automatic,First,5.0,11.95,Skoda,13.7,1798.0,157.75,
Delhi,2011,68000,Petrol,Manual,First,5.0,2.5,Maruti,18.9,998.0,67.1,
Mumbai,2013,49000,Petrol,Manual,First,5.0,2.75,Hyundai,19.81,1086.0,68.05,
Coimbatore,2019,16698,Petrol,Manual,First,5.0,5.85,Tata,23.84,1199.0,84.0,6.21
Ahmedabad,2016,30965,Petrol,Manual,First,5.0,6.25,Maruti,21.4,1197.0,83.1,
Mumbai,2014,56058,Petrol,Manual,First,5.0,4.95,Volkswagen,15.04,1598.0,103.2,
Pune,2017,15356,Petrol,Manual,First,5.0,4.75,Hyundai,18.9,1197.0,81.86,
Delhi,2013,54000,Diesel,Manual,First,5.0,2.55,Ford,20.0,1399.0,68.05,
Pune,2011,47000,Petrol,Automatic,Second,5.0,4.5,Honda,13.9,1799.0,130.3,
Kochi,2015,21652,Petrol,Manual,First,5.0,3.01,Maruti,22.74,796.0,47.3,
Hyderabad,2016,52000,Diesel,Automatic,First,5.0,42.0,Land,15.68,1999.0,177.0,74.49
Kolkata,2010,35010,Diesel,Automatic,First,5.0,11.5,Audi,12.4,2698.0,179.5,
Hyderabad,2006,76662,Diesel,Automatic,First,5.0,10.99,Mercedes-Benz,11.0,2987.0,198.5,
Jaipur,2009,89000,Petrol,Automatic,First,5.0,3.71,Honda,17.0,1497.0,118.0,
Jaipur,2006,80000,Petrol,Automatic,Third,5.0,2.0,Honda,10.1,2354.0,152.0,
Kochi,2018,39023,Diesel,Manual,First,5.0,9.48,Maruti,28.09,1248.0,88.5,
Jaipur,2004,62000,Petrol,Manual,Second,5.0,1.25,Maruti,18.9,998.0,67.1,
Jaipur,2015,78046,Diesel,Manual,First,5.0,10.9,Hyundai,19.67,1582.0,126.2,
Kolkata,2015,34400,Diesel,Manual,First,5.0,5.5,Maruti,28.09,1248.0,88.5,
Coimbatore,2016,64624,Petrol,Manual,First,5.0,3.71,Hyundai,21.1,814.0,55.2,
Mumbai,2014,69192,Petrol,Manual,First,7.0,6.25,Maruti,16.02,1373.0,93.7,
Chennai,2012,55000,Diesel,Manual,First,5.0,4.9,Volkswagen,20.54,1598.0,103.6,
Mumbai,2005,81000,Petrol,Manual,Second,5.0,1.1,Honda,12.8,1493.0,100.0,
Kochi,2016,36733,Petrol,Manual,First,5.0,4.72,Volkswagen,16.47,1198.0,73.9,
Kochi,2017,24310,CNG,Manual,First,4.0,3.7,Maruti,33.44,796.0,40.3,
Mumbai,2016,43022,Diesel,Automatic,First,5.0,24.85,Mercedes-Benz,17.9,2143.0,136.0,
Jaipur,2013,74000,Diesel,Manual,First,7.0,12.25,Hyundai,14.66,2199.0,194.3,
Kolkata,2014,47000,Diesel,Manual,First,5.0,3.9,Maruti,22.9,1248.0,74.0,
Kochi,2017,37460,Petrol,Manual,First,5.0,6.28,Hyundai,18.6,1197.0,81.86,8.03
Mumbai,2011,130000,Diesel,Manual,First,8.0,2.75,Mahindra,14.0,2498.0,112.0,
Coimbatore,2017,31576,Petrol,Manual,First,5.0,7.85,Hyundai,18.9,1197.0,82.0,
Mumbai,2011,66000,Petrol,Manual,First,5.0,2.95,Volkswagen,15.04,1598.0,103.6,
Mumbai,2008,79000,Petrol,Automatic,Second,5.0,4.85,Honda,11.7,2354.0,177.6,
Bangalore,2011,47140,Diesel,Automatic,Second,5.0,30.0,Mercedes-Benz,13.5,2925.0,281.61,1.71
Bangalore,2016,36610,Diesel,Automatic,First,5.0,19.9,Mercedes-Benz,15.0,2143.0,107.3,
Bangalore,2016,93000,Diesel,Manual,First,5.0,10.8,Hyundai,20.5,1582.0,126.2,19.18
Hyderabad,2007,52195,Petrol,Manual,First,5.0,1.75,Maruti,19.7,796.0,46.3,
Mumbai,2016,20003,Diesel,Automatic,First,5.0,19.25,Audi,20.38,1968.0,143.0,
Delhi,2013,66314,Diesel,Manual,First,5.0,5.5,Renault,19.87,1461.0,83.8,
Chennai,2009,76000,Diesel,Manual,First,5.0,2.75,Ford,17.8,1399.0,68.0,
Bangalore,2015,29000,Diesel,Manual,First,5.0,13.0,Hyundai,19.67,1582.0,126.2,
Mumbai,2011,30000,Diesel,Manual,First,5.0,3.2,Ford,20.0,1399.0,68.0,
Coimbatore,2013,56526,Petrol,Manual,First,5.0,5.84,Volkswagen,15.26,1598.0,103.5,
Hyderabad,2015,38000,Diesel,Automatic,Second,5.0,24.0,Volvo,16.8,1969.0,150.0,37.9
Chennai,2012,41000,Diesel,Automatic,First,5.0,6.25,Hyundai,19.08,1582.0,126.32,
Hyderabad,2009,53000,Diesel,Automatic,First,5.0,36.0,BMW,14.49,2993.0,258.0,
Chennai,2003,125000,Diesel,Manual,Third,5.0,3.0,Mitsubishi,14.8,1998.0,68.0,
Chennai,2010,242000,Diesel,Manual,First,7.0,11.0,Toyota,11.5,2982.0,171.0,
Chennai,2015,90000,Diesel,Manual,First,5.0,6.5,Maruti,26.21,1248.0,88.5,
Hyderabad,2018,11000,Diesel,Manual,First,5.0,9.4,Maruti,24.3,1248.0,88.5,
Kochi,2018,21936,Diesel,Automatic,First,5.0,37.92,BMW,21.76,1995.0,190.0,58.67
Pune,2013,41000,Petrol,Automatic,First,5.0,5.25,Volkswagen,14.4,1598.0,103.6,
Chennai,2011,47000,Petrol,Manual,First,5.0,4.5,Hyundai,17.0,1197.0,80.0,
Chennai,2009,110000,Diesel,Automatic,First,5.0,18.0,BMW,11.0,2993.0,235.0,
Coimbatore,2015,45960,Petrol,Manual,First,5.0,5.56,Hyundai,19.1,1197.0,82.0,
Bangalore,2013,48000,Diesel,Automatic,First,5.0,22.0,Mercedes-Benz,14.21,2143.0,203.0,
Hyderabad,2011,68000,Diesel,Automatic,First,5.0,22.0,Land,12.39,2179.0,147.51,
Mumbai,2011,41000,Petrol,Manual,First,5.0,2.65,Hyundai,20.36,1197.0,78.9,
Jaipur,2013,69573,Diesel,Manual,Second,5.0,5.85,Hyundai,22.32,1582.0,126.32,
Chennai,2012,115000,Diesel,Manual,First,5.0,6.95,Volkswagen,19.33,1968.0,138.1,
Kolkata,2012,47629,Diesel,Manual,First,7.0,6.5,Mahindra,15.1,2179.0,140.0,
Jaipur,2004,66624,Petrol,Manual,Third,8.0,0.85,Maruti,19.7,796.0,35.0,
Delhi,2013,80000,Petrol,Automatic,Second,5.0,7.25,Skoda,14.67,1798.0,177.46,32.54
Pune,2012,94868,Diesel,Manual,First,5.0,4.5,Maruti,22.9,1248.0,74.0,
Mumbai,2010,76477,Diesel,Manual,First,8.0,4.25,Mahindra,10.5,2179.0,120.0,
Chennai,2016,28000,Petrol,Automatic,First,5.0,26.0,Mercedes-Benz,13.7,1991.0,183.0,
Coimbatore,2017,28599,Diesel,Manual,First,6.0,9.66,Mahindra,16.55,2498.0,105.0,11.71
Bangalore,2013,45348,Diesel,Manual,Second,5.0,6.85,Renault,19.01,1461.0,108.45,
Coimbatore,2013,80127,Diesel,Automatic,First,5.0,23.68,Audi,12.8,1968.0,167.6,
Delhi,2013,68000,Diesel,Automatic,Second,5.0,15.75,Land,12.39,2179.0,147.51,
Pune,2012,75000,Diesel,Manual,Third,5.0,3.5,Volkswagen,20.54,1598.0,103.6,
Delhi,2006,48000,Petrol,Automatic,Second,5.0,6.99,BMW,11.62,2979.0,306.0,
Coimbatore,2019,41871,Diesel,Manual,First,5.0,15.57,Hyundai,22.7,1582.0,126.2,
Coimbatore,2015,84931,Diesel,Manual,First,7.0,5.29,Tata,15.3,2956.0,83.8,
Kolkata,2016,15000,Petrol,Manual,First,5.0,2.25,Datsun,22.7,799.0,53.64,3.98
Chennai,2009,110000,Diesel,Automatic,First,5.0,20.0,BMW,11.7,2993.0,245.0,
Mumbai,2011,5900,Petrol,Automatic,First,4.0,47.5,BMW,7.94,4395.0,450.0,
Chennai,2002,103653,Petrol,Manual,Second,5.0,1.22,Maruti,18.9,1061.0,47.0,
Chennai,2012,64806,Petrol,Manual,First,5.0,3.65,Volkswagen,16.47,1198.0,73.9,
Pune,2016,35000,Petrol,Manual,First,7.0,3.1,Datsun,20.62,1198.0,67.0,
Bangalore,2016,40000,Petrol,Manual,First,5.0,11.5,Hyundai,15.29,1591.0,121.3,
Kochi,2015,23876,Petrol,Manual,First,5.0,3.46,Maruti,24.07,998.0,67.1,4.09
Coimbatore,2013,67901,Diesel,Manual,First,7.0,8.38,Hyundai,14.66,2199.0,194.3,
Pune,2014,68865,Diesel,Manual,First,5.0,4.8,Volkswagen,15.11,1598.0,103.6,
Pune,2014,71000,Diesel,Manual,Second,5.0,4.5,Honda,25.8,1498.0,98.6,
Kolkata,2014,25000,Diesel,Manual,First,5.0,3.95,Maruti,22.9,1248.0,74.0,
Hyderabad,2012,180000,Diesel,Manual,First,5.0,3.65,Skoda,20.5,1598.0,103.5,
